,STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
1714,KTTS,NASA Shuttle Landing Facility,FL,E,y,28.62,-80.72,9.843
1715,KTUL,Tulsa International Airport,OK,C,y,36.2,-95.88,649.934
1716,KTUP,Tupelo Regional Airport,MS,C,y,34.28,-88.77,360.892
1717,KTUS,Tucson Intl Airport,AZ,M,n,32.12,-110.93,2548.89
1718,KTVC,"Traverse City, Cherry Capital Airport",MI,E,y,44.73,-85.58,618.11
1719,KTVF,Thief River Automatic Weather Observing/Reporting,MN,C,y,48.08,-96.18,1115.49
1720,KTVK,Centerville Municipal Airport,IA,C,y,40.6839,-92.901,1028.0
1721,KTVL,South Lake Tahoe,CA,P,y,38.91,-120.0,6263.12
1722,KTVR,Vicksburg / Tallulah Regional Airport,LA,C,y,32.35,-91.03,75.459
1723,KTWF,Twin Falls/Joslin,ID,M,y,42.48,-114.48,4255.25
1724,KTWM,Two Harbors,MN,C,y,47.05,-91.75,1076.11
1725,KTXK,Texarkana Regional-Webb Field,AR,C,y,33.46,-94.0,360.892
1726,KTYQ,Indianapolis Executive Airport,IN,E,y,40.0306,-86.2514,922.0
1727,KTYR,Tyler Pounds Field,TX,C,y,32.35,-95.4,533.136
1728,KTYS,"Knoxville, McGhee Tyson Airport",TN,E,y,35.81,-83.98,961.942
1729,KTZR,"Columbus, Bolton Field Airport",OH,E,y,39.9,-83.13,918.635
1730,KU24,Delta,UT,M,y,39.34,-112.59,4639.11
1731,KU28,Green River Range,UT,M,y,39.01,-110.15,4071.52
1732,KU31,Austin,NV,P,y,39.5,-117.083,6607.61
1733,KU78,Soda Springs/Tigert,ID,M,y,42.66,-111.58,5839.9
1734,KUAO,Aurora State,OR,P,y,45.25,-122.77,196.85
1735,KUBE,Cumberland Municipal Airport,WI,C,y,45.506,-91.9811,1241.0
1736,KUCA,"Utica, Oneida County Airport",NY,E,y,43.16,-75.38,711.942
1737,KUCP,New Castle Municipal Airport,PA,E,Y,41.0254,-80.4134,1070.0
1738,KUDG,Darlington County Jetport Airport,SC,E,y,34.45,-79.883,193.57
1739,KUES,Waukesha County Airport,WI,C,y,43.01,-88.2,931.759
1740,KUGN,"Chicago / Waukegan, Waukegan Regional Airport",IL,C,y,42.42,-87.87,728.346
1741,KUIL,Quillayute State,WA,P,y,47.96,-124.55,179.134
1742,KUIN,Quincy Regional-Baldwin Field Airport,IL,C,y,39.94,-91.2,763.123
1743,KUKF,"North Wilkesboro, Wilkes County Airport",NC,E,y,36.22,-81.1,1299.21
1744,KUKI,Ukiah Muni (awos),CA,P,y,39.14,-123.2,619.094
1745,KUKL,Coffey County Airport,KS,C,Y,38.3,-95.717,1174.54
1746,KUKT,Quakertown Airport,PA,E,y,40.435,-75.382,524.934
1747,KULM,New Ulm Municipal Automatic Weather Observing,MN,C,y,44.32,-94.5,1010.5
1748,KUNO,West Plains Municipal Airport,MO,C,y,36.88,-91.9,1227.03
1749,KUNU,"Juneau, Dodge County Airport",WI,C,y,43.43,-88.7,935.039
1750,KUNV,State College,PA,E,y,40.86,-77.83,1240.16
1751,KUTA,Tunica Municipal Airport,MS,C,y,34.6831,-90.3472,194.0
1752,KUTS,Huntsville Municipal Airport,TX,C,y,30.74,-95.59,364.173
1753,KUUU,Newport State Airport,RI,E,y,41.54,-71.28,170.604
1754,KUVA,Garner Field Airport,TX,C,y,29.211,-99.744,964.567
1755,KUZA,Rock Hill - York County Airport,SC,E,y,34.984,-81.056,669.291
1756,KVAD,Moody Air Force Base,GA,E,y,30.97,-83.2,232.94
1757,KVAY,"Mount Holly, South Jersey Regional Airport",NJ,E,y,39.95,-74.84,52.493
1758,KVBG,Vandenberg AFB,CA,P,y,34.73,-120.55,396.982
1759,KVBT,Bentonville Automatic Weather Observing/Reporting,AR,C,y,36.35,-94.22,1295.93
1760,KVCB,Nut Tree Airport,CA,P,y,38.378,-121.957,111.549
1761,KVCT,Victoria Regional Airport,TX,C,y,28.86,-96.92,115.157
1762,KVCV,Southern California Logisitics Airport,CA,P,y,34.583,-117.383,2874.02
1763,KVDF,Vandenberg Airport,FL,E,y,28.01,-82.35,22.966
1764,KVDI,Vidalia Municipal Airport,GA,E,y,32.193,-82.372,275.591
1765,KVDW,Vedauwoo,WY,M,y,41.15,-105.4,8343.18
1766,KVEL,Vernal,UT,M,y,40.44,-109.51,5275.59
1767,KVGT,North Las Vegas,NV,P,y,36.21,-115.2,2201.44
1768,KVIH,Rolla National Airport,MO,C,y,38.14,-91.77,1102.03
1769,KVIS,Visalia Muni,CA,P,y,36.33,-119.4,291.995
1770,KVJI,Abingdon,VA,E,y,36.68,-82.03,2070.21
1771,KVLD,Valdosta Regional Airport,GA,E,y,30.79,-83.28,200.131
1772,KVLL,Troy,MI,E,y,42.543,-83.178,728.346
1773,KVNY,Van Nuys Airport,CA,P,y,34.21,-118.49,770.013
1774,KVOK,Volk / Camp Douglas,WI,C,y,43.933,-90.267,918.963
1775,KVPC,Cartersville Airport,GA,E,y,34.13,-84.85,751.312
1776,KVPS,Valparaiso / Eglin Air Force Base,FL,C,y,30.48,-86.53,65.945
1777,KVPZ,"Valparaiso, Porter County Municipal Airport",IN,C,y,41.45,-87.01,790.682
1778,KVQQ,"Jacksonville, Cecil Field Airport",FL,E,y,30.217,-81.876,88.911
1779,KVRB,Vero Beach Municipal Airport,FL,E,y,27.65,-80.42,23.95
1780,KVSF,Hartness State Springfield Airport,VT,E,y,43.34,-72.52,577.428
1781,KVTA,Newark Heath Airport,OH,E,y,40.023,-82.462,882.546
1782,KVTI,Vinton Veterans Mem Airpark Airport,IA,C,y,42.219,-92.026,846.457
1783,KVTN,"Valentine, Miller Field",NE,C,y,42.86,-100.55,2589.9
1784,KVTP,"South La Veta Pass (10,216 feet)",CO,M,y,37.512,-105.171,10216.5
1785,KVUJ,"Albemarle, Stanly County Airport",NC,E,y,35.417,-80.151,610.236
1786,KVUO,Pearson Airpark Vancouver,WA,P,y,45.62,-122.66,26.247
1787,KVVG,The Villages,FL,E,y,28.962,-81.97,88.583
1788,KVVV,Ortonville Municipal-Martinson Field Airport,MN,C,y,45.31,-96.42,1099.08
1789,KVWU,Waskish Municipal Airport,MN,C,y,48.15,-94.52,1181.1
1790,KVYS,Illinois Valley Rgnl-Walter A Duncan Field Airport,IL,C,y,41.35,-89.15,652.887
1791,KW22,Buckhannon/Upshur Co. Reg. Airport,WV,E,y,39.0,-80.267,1633.86
1792,KW60,West Cameron 560,LA,C,y,29.15,-93.35,0.0
1793,KW99,"Petersburg, Grant County Airport",WV,E,y,38.983,-79.133,961.286
1794,KWAL,Wallops Flight Facility Airport,VA,E,y,37.94,-75.47,134.514
1795,KWDG,Enid / Woodring Municipal,OK,C,y,36.39,-97.8,1167.98
1796,KWDR,Winder-Barrow Airport,GA,E,y,33.982,-83.668,941.601
1797,KWEY,West Yellowstone,MT,M,y,44.66,-111.1,6663.39
1798,KWHP,Los Angeles-Whiteman Airport,CA,P,y,34.26,-118.41,1003.94
1799,KWJF,Lancaster/Fox F,CA,P,y,34.73,-118.22,2338.91
1800,KWLD,"Winfield / Arkansas City, Strother Field",KS,C,y,37.16,-97.03,1158.14
1801,KWMC,Winnemucca Muni,NV,P,y,40.9019,-117.807,4296.92
1802,KWRB,Robins Air Force Base,GA,E,y,32.64,-83.6,301.837
1803,KWRI,Mcguire Air Force Base,NJ,E,y,40.02,-74.6,147.966
1804,KWRL,Worland Municip,WY,M,y,43.98,-107.97,4245.41
1805,KWST,Westerly State Airport,RI,E,y,41.35,-71.8,78.74
1806,KWTR,Whiteriver Airport,AZ,M,n,41.4,-104.867,6194.23
1807,KWVI,Bami11,CA,P,y,36.94,-121.79,157.48
1808,KWVL,Waterville Automatic Weather Observing / Reporting,ME,E,y,44.54,-69.69,331.365
1809,KWWD,Wildwood Automatic Weather Observing / Reporting,NJ,E,y,39.01,-74.9,22.966
1810,KWWR,West Woodward,OK,C,y,36.44,-99.52,2188.32
1811,KWYS,West Yellowstone,MT,M,y,44.683,-111.117,6811.02
1812,KXBP,Bridgeport Municipal Airport,TX,C,y,33.167,-97.833,853.018
1813,KXCN,Green Canyon 184,LA,C,y,27.767,-91.517,0.0
1814,KXFL,Flagler County Airport,FL,E,y,29.4674,-81.2063,33.0
1815,KXMR,Cape Canaveral Air Force Station Skid Strip,FL,E,y,28.4677,-80.5668,10.0
1816,KXNA,"Fayetteville/Springdale, NW Arkansas Regl Airport",AR,C,y,36.282,-94.307,1286.09
1817,KXSA,Tappahannock-Essex County Airport,VA,E,y,37.8596,-76.8941,135.0
1818,KXVG,Longville Municipal Airport,MN,C,y,46.992,-94.2,1335.3
1819,KXVW,Vandenberg Range,CA,P,y,34.717,-120.567,328.084
1820,KY15,Brennan Farm Airport,KY,E,y,45.65,-84.467,577.428
1821,KY50,Wautoma Municipal Airport,WI,C,Y,44.0416,-89.3045,859.0
1822,KY51,Viroqua Municipal Airport,WI,C,Y,43.5794,-90.8965,1292.0
1823,KY63,"Elbow Lake Municipal Airport - Elbow Lake, MN",MN,C,Y,45.9861,-95.992,1205.0
1824,KYIP,"Detroit, Willow Run Airport",MI,E,y,42.23,-83.53,715.879
1825,KYKM,Yakima Air Term,WA,P,y,46.56,-120.53,1063.98
1826,KYKN,Yankton Automatic Weather Observing/Reporting Sys,SD,C,y,42.92,-97.38,1338.58
1827,KYNG,Youngstown-Warren Regional Airport,OH,E,y,41.27,-80.67,1180.12
1828,KYUM,Yuma,AZ,M,n,32.667,-114.6,206.037
1829,KZZV,Zanesville Municipal Airport,OH,E,y,39.96,-81.9,879.921
1830,MMCS,MMCS Ob Site,MX,M,y,31.633,-106.417,3940.29
1831,MMUN,Cancun Mexico,MX,C,y,21.03,-86.87,19.685
1832,MYNN,Nassau Bahamas,BH,A,y,25.05,-77.467,22.966
1833,NCRG,Rarotonga,KU,G,n,-21.2,-159.817,22.966
1834,NFFN,Nandi,FJ,R,n,-17.75,177.45,59.055
1835,NFNA,Nausori,FJ,R,n,-18.05,178.567,22.966
1836,NFTF,Fau Amotu,TO,T,n,-21.233,-175.15,134.514
1837,NFTV,Vavu International,TO,T,n,-18.583,-173.95,242.782
1838,NGFU,Funafuti,TV,R,n,-8.533,179.217,6.89
1839,NGTA,Tarawa,KB,G,n,1.35,172.917,13.123
1840,NIUE,Alofi/Niue,KU,G,n,-19.067,-169.917,72.178
1841,NSFA,Faleolo Intl/Apia,WS,S,n,-13.817,-172.0,16.404
1842,NSTU,Pago Pago,AS,S,n,-14.333,-170.717,9.843
1843,NTAA,Tahiti-Faaa,PF,H,n,-17.55,-149.617,9.843
1844,NWWW,La Tontouta Nlle-Caledonia,NL,G,n,-22.017,166.217,45.932
1845,PAAK,Atka Airport,AK,K,y,52.217,-174.2,59.055
1846,PAAP,Port Alexander,AK,K,y,56.26,-134.66,3.281
1847,PAAQ,Palmer,AK,K,y,61.61,-149.09,232.94
1848,PABA,Barter Island,AK,K,y,70.14,-143.59,39.042
1849,PABE,Bethel,AK,K,y,60.78,-161.8,125.0
1850,PABI,Delta Junction/Allan AAF,AK,K,y,63.97,-145.7,1268.05
1851,PABL,Buckland Airport,AK,K,y,65.99,-161.12,32.808
1852,PABN,Nabesna / Devil Mountain,AK,K,y,62.41,-143.0,2893.7
1853,PABR,Barrow/Wiley Post,AK,K,y,71.29,-156.77,30.84
1854,PABT,Bettles Airport,AK,K,y,66.92,-151.52,644.029
1855,PABV,Birchwood,AK,K,y,61.42,-149.52,98.425
1856,PACD,Cold Bay Airport,AK,K,y,55.21,-162.72,96.129
1857,PACE,Central Airport,AK,K,y,65.5739,-144.781,937.0
1858,PACM,Scammon Bay Airport,AK,K,y,61.8453,-165.571,0.0
1859,PACV,Cordova/Merle K,AK,K,y,60.5,-145.5,41.01
1860,PACZ,Cape Romanzoff Airways Facilities Sector,AK,K,y,61.783,-166.033,403.871
1861,PADE,Deering Airport,AK,K,y,66.08,-162.75,29.528
1862,PADK,Adak Is. NAF,AK,K,y,51.89,-176.65,17.06
1863,PADL,Dillingham Municipal,AK,K,y,59.05,-158.52,95.144
1864,PADM,Marshall Don Hunter Sr Airport,AK,K,y,61.8643,-162.026,0.0
1865,PADQ,Kodiak,AK,K,y,57.76,-152.5,15.092
1866,PADT,Slana Airport,AK,K,y,62.71,-143.99,2395.01
1867,PADU,Unalaska,AK,K,y,53.89,-166.53,13.123
1868,PAEC,Chulitna,AK,K,y,62.89,-149.84,1250.0
1869,PAED,Anchorage / Elmendorf Air Force Base,AK,K,y,61.25,-149.8,193.57
1870,PAEG,Eagle Airport,AK,K,y,64.78,-141.15,879.265
1871,PAEH,Cape Newenham Airways Facilities Sector,AK,K,y,58.66,-162.07,528.215
1872,PAEI,Fairbanks / Eielson Air Force Base,AK,K,y,64.65,-147.067,547.9
1873,PAEL,Elfin Cove Seaplane,AK,K,y,58.21,-136.35,0.0
1874,PAEM,Emmonak,AK,K,y,62.77,-164.5,13.123
1875,PAEN,Kenai Municipal Airport,AK,K,y,60.58,-151.25,85.958
1876,PAER,Merrill Pass West,AK,K,y,61.25,-153.817,1174.54
1877,PAFA,Fairbanks International Airport,AK,K,y,64.82,-147.87,436.024
1878,PAFB,Wainwright U. S. Army Airfield,AK,K,y,64.833,-147.617,465.879
1879,PAFE,Kake Airport,AK,K,y,56.97,-133.95,0.0
1880,PAFK,Farewell Lake Seaplane Base,AK,K,y,62.54,-153.62,1502.95
1881,PAFM,Ambler,AK,K,y,67.1,-157.85,288.714
1882,PAFS,Nikolai Airport,AK,K,y,63.0186,-154.358,0.0
1883,PAGA,Galena A.,AK,K,y,64.74,-156.94,160.761
1884,PAGB,Galbraith Lake,AK,K,y,68.49,-149.49,2670.6
1885,PAGK,Gulkana Airport,AK,K,y,62.15,-145.45,1569.88
1886,PAGL,Golovin Airport,AK,K,y,64.54,-163.04,26.247
1887,PAGM,Gambell Airport,AK,K,y,63.77,-171.74,24.934
1888,PAGN,Angoon Seaplane Base,AK,K,y,57.5036,-134.585,0.0
1889,PAGS,Gustavus,AK,K,y,58.42,-135.73,40.026
1890,PAGY,Skagway,AK,K,y,59.48,-135.32,29.856
1891,PAHC,Holy Cross Airport,AK,K,y,62.1883,-159.775,0.0
1892,PAHL,Huslia Airport,AK,K,y,65.6979,-156.351,220.0
1893,PAHN,Haines Airport,AK,K,y,59.25,-135.52,30.84
1894,PAHO,Homer,AK,K,y,59.64,-151.5,85.302
1895,PAHP,Hooper Bay Automatic Weather Observing / Reporting,AK,K,y,61.54,-166.16,19.685
1896,PAHS,Huslia,AK,K,y,65.7,-156.39,180.446
1897,PAHV,Healy River Airport,AK,K,y,63.89,-149.02,1299.21
1898,PAHY,Hydaburg Seaplane Base,AK,K,y,55.21,-132.84,0.0
1899,PAHZ,Hayes River,AK,K,y,61.99,-152.09,1000.66
1900,PAIG,Igiugig Airport,AK,K,y,59.324,-155.902,0.0
1901,PAII,Egegik Automatic Weather Observing / Reporting Sys,AK,K,y,58.42,-157.37,390.42
1902,PAIL,Iliamna / Iliamna Airport,AK,K,y,59.76,-154.92,186.024
1903,PAIM,Indian Mountain Airways Facilities Sector,AK,K,y,66.0,-153.7,1220.47
1904,PAIN,McKinley National Park Airport,AK,K,y,63.73,-148.92,1719.16
1905,PAIW,Wales Airport,AK,A,y,65.6226,-168.095,22.0
1906,PAJC,Chignik Airport,AK,K,y,56.31,-158.37,49.213
1907,PAJN,Juneau International Airport,AK,K,y,58.38,-134.58,12.139
1908,PAJV,Sutton,AK,K,y,61.72,-148.89,869.423
1909,PAKK,Koyuk Airport,AK,K,y,64.93,-165.15,124.672
1910,PAKN,King Salmon Airport,AK,K,y,58.68,-156.65,48.885
1911,PAKP,Anaktuvuk Pass,AK,K,y,68.13,-151.73,2155.51
1912,PAKT,Ketchikan International Airport,AK,K,y,55.35,-131.7,76.115
1913,PAKU,Kuparuk Airport,AK,K,y,70.317,-149.583,65.617
1914,PAKV,Kaltag Airport,AK,K,y,64.33,-158.75,196.85
1915,PAKW,Klawock Airport,AK,K,y,55.59,-133.09,49.213
1916,PALG,Kalskag Airport,AK,K,y,61.5363,-160.341,0.0
1917,PALH,Lake Hood Seaplane,AK,K,y,61.19,-149.97,72.178
1918,PALJ,Port Alsworth,AK,K,y,60.21,-154.31,278.871
1919,PALK,Snowshoe Lake,AK,K,y,62.03,-146.68,2411.42
1920,PALP,Alpine Airstrip,AK,K,y,70.3443,-150.945,0.0
1921,PALR,Chandalar Lake,AK,K,y,67.5,-148.49,1919.29
1922,PALU,Cape Lisburne Airways Fac Sec,AK,K,y,68.89,-166.14,9.843
1923,PALV,Big River Lake,AK,K,y,60.82,-152.31,39.37
1924,PAMB,Manokotak Airport,AK,K,y,58.9902,-159.05,0.0
1925,PAMC,McGrath Airport,AK,K,y,62.95,-155.61,344.16
1926,PAMD,"Middleton Island, Ak",AK,K,y,59.44,-146.33,121.063
1927,PAMH,Minchumina,AK,K,y,63.91,-152.16,700.131
1928,PAMK,St Michael Airport,AK,K,y,63.4901,-162.11,0.0
1929,PAML,Manley Hot Springs,AK,K,y,65.0,-150.65,269.029
1930,PAMM,Metlakatla Seaplane Base,AK,K,y,55.08,-131.35,0.0
1931,PAMO,Mountain Village Airport,AK,K,y,62.0954,-163.682,0.0
1932,PAMR,Merrill Field,AK,K,y,61.214,-149.846,138.123
1933,PAMX,McCarthy,AK,K,y,61.44,-142.94,1492.78
1934,PAMY,Mekoryuk,AK,K,y,60.37,-166.27,49.213
1935,PANC,Anchorage International Airport,AK,K,y,61.17,-150.0,113.845
1936,PANI,Aniak,AK,K,y,61.58,-159.53,84.974
1937,PANN,Nenana Municipal Airport,AK,K,y,64.5473,-149.074,357.94
1938,PANT,Annette Island,AK,K,y,55.04,-131.57,108.924
1939,PANV,Anvik Airport,AK,K,y,62.65,-160.18,324.803
1940,PAOH,Hoonah Seaplane,AK,K,y,58.12,-135.45,19.685
1941,PAOM,Nome Airport,AK,K,y,64.5,-165.44,13.123
1942,PAOO,Toksook Bay Airport,AK,K,y,60.5414,-165.087,0.0
1943,PAOR,Northway Airport,AK,K,y,62.97,-141.94,1712.93
1944,PAOT,"Kotzebue, Wien Memorial Airport",AK,K,y,66.87,-162.64,9.843
1945,PAOU,Nelson Lagoon Airport,AK,K,y,56.0075,-161.16,0.0
1946,PAPB,St. George Airport,AK,K,y,56.35,-169.4,124.672
1947,PAPG,Petersburg,AK,K,y,56.82,-132.97,106.955
1948,PAPH,Port Heiden,AK,K,y,56.96,-158.62,95.144
1949,PAPM,Platinum Airport,AK,K,y,59.0114,-161.82,0.0
1950,PAPN,Pilot Point Airport,AK,K,y,57.5804,-157.572,0.0
1951,PAPO,Point Hope Automatic Weather Observing / Reporting,AK,K,y,68.35,-166.81,13.123
1952,PAPR,Prospect Creek Airport,AK,K,y,66.817,-150.65,1099.08
1953,PAPT,Puntilla,AK,K,y,62.1,-152.75,1837.27
1954,PAQT,Nuiqsut Airport,AK,K,y,70.21,-151.01,55.774
1955,PARC,Arctic Village,AK,K,y,68.12,-145.57,2086.61
1956,PARD,Red Dog Airport,AK,K,y,68.08,-162.83,974.409
1957,PARL,Central Airport,AK,K,y,65.57,-144.77,826.772
1958,PARS,Russian Mission Airport,AK,K,y,61.7749,-161.319,0.0
1959,PARY,Ruby Airport,AK,K,y,64.7272,-155.47,0.0
1960,PASA,Savoonga Airport,AK,K,y,63.69,-170.5,55.774
1961,PASC,Deadhorse Airport,AK,K,y,70.2,-148.47,76.115
1962,PASD,Sand Point,AK,K,y,55.32,-160.52,22.966
1963,PASH,Shishmaref Automatic Wx Obs,AK,K,y,66.27,-166.05,6.562
1964,PASI,Sitka,AK,K,y,57.07,-135.35,15.092
1965,PASK,Selawik,AK,K,y,66.62,-160.0,26.247
1966,PASL,Sleetmute,AK,K,y,61.72,-157.15,177.165
1967,PASM,St. Marys Airport,AK,K,y,62.07,-163.3,311.68
1968,PASN,St. Paul Is.,AK,K,y,57.15,-170.22,21.982
1969,PASO,Seldovia Airport,AK,K,y,59.44,-151.7,311.68
1970,PASP,Sheep Mountain Airport,AK,K,y,61.82,-147.5,9708.0
1971,PASV,Sparrevohn,AK,K,y,61.1,-155.567,1587.93
1972,PASW,Skwentna,AK,K,y,61.97,-151.18,149.934
1973,PASX,Soldotna,AK,K,y,60.48,-151.03,111.549
1974,PASY,Shemya AFB,AK,K,y,52.72,174.12,101.706
1975,PATA,"Tanana, Calhoun Memorial Airport",AK,K,y,65.17,-152.1,231.955
1976,PATC,Tin City Airways Facilities Sector,AK,K,y,65.57,-167.92,272.31
1977,PATG,Togiak Airport,AK,K,y,59.05,-160.41,19.685
1978,PATK,Talkeetna,AK,K,y,62.3,-150.1,345.144
1979,PATL,Tatalina LRRS Airport,AK,K,y,62.8944,-155.977,0.0
1980,PATO,Portage Glacier,AK,K,y,60.783,-148.833,95.144
1981,PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,AK,K,y,70.4673,-157.436,0.0
1982,PATW,Cantwell,AK,K,y,63.41,-148.95,2191.6
1983,PAUN,Unalakleet,AK,K,y,63.89,-160.81,15.092
1984,PAUO,Willow Airport,AK,K,y,61.76,-150.06,226.378
1985,PAVC,King Cove Airport,AK,K,y,55.1163,-162.266,0.0
1986,PAVD,Valdez 2,AK,K,y,61.13,-146.25,124.672
1987,PAVL,Kivalina Airport,AK,K,y,67.73,-164.55,9.843
1988,PAVW,Valdez Weather Station Office,AK,K,y,61.13,-146.35,22.966
1989,PAWD,Seward Airport,AK,K,y,60.12,-149.45,59.055
1990,PAWG,Wrangell,AK,K,y,56.48,-132.37,42.651
1991,PAWI,Wainwright Airport,AK,K,y,70.62,-159.86,88.911
1992,PAWN,Noatak,AK,K,y,67.57,-162.98,91.864
1993,PAWR,Whittier,AK,K,y,60.77,-148.69,29.528
1994,PAWS,Wasilla Airport,AK,K,y,61.58,-149.45,364.173
1995,PAXK,Paxson,AK,K,y,63.033,-145.5,2654.2
1996,PAYA,Yakutat,AK,K,y,59.52,-139.67,88.911
1997,PAZK,Eureka,AK,K,y,61.93,-147.17,3287.4
1998,PFYU,Fort Yukon,AK,K,y,66.57,-145.27,444.882
1999,PGRO,Rota/Intl,GU,G,n,14.18,145.25,587.27
2000,PGSN,Saipan Intl Airport,GU,G,n,15.12,145.73,104.987
2001,PGUA,Andersen AFB,GU,G,n,13.58,144.93,531.496
2002,PGUM,Guam International,GU,G,n,13.48,144.8,253.937
2003,PGWT,West Tinian Tinian Is,GU,G,n,14.97,145.6,278.871
2004,PHBK,Kekaha / Barking Sand,HI,H,n,22.07,-159.78,13.123
2005,PHHI,Wheeler Army Airfield,HI,H,n,21.48,-158.03,827.1
2006,PHHN,Hana,HI,H,n,20.784,-156.014,78.74
2007,PHJH,Lahaina / West Maui,HI,H,n,21.02,-156.63,262.467
2008,PHJR,Kalaeloa Airport,HI,H,n,21.32,-158.07,48.885
2009,PHKO,"Kailua / Kona, Keahole Airport",HI,H,n,19.65,-156.0,49.213
2010,PHLI,Lihue Airport,HI,H,n,21.98,-159.35,103.018
2011,PHMK,Molokai Airport,HI,H,n,21.15,-157.1,449.475
2012,PHNG,Kaneohe Bay MCAF,HI,H,n,21.45,-157.783,9.843
2013,PHNL,Honolulu International Airport,HI,H,n,21.35,-157.93,6.89
2014,PHNY,Lanai City Airport,HI,H,n,20.78,-156.95,1341.86
2015,PHOG,Kahului Airport,HI,H,n,20.9,-156.43,47.9
2016,PHSF,Bradshaw Army Air Field,HI,H,n,19.78,-155.55,6345.14
2017,PHTO,Hilo International Airport,HI,H,n,19.72,-155.07,29.856
2018,PKMJ,Marjuro WSO AP,MH,R,n,7.083,171.383,9.843
2019,PKMR,Majuro Atoll,MH,R,n,7.06,171.27,13.123
2020,PKWA,Kwajalein Atoll,MH,R,n,8.733,167.733,6.89
2021,PMDY,Midway NAF,HI,S,n,28.22,-177.37,22.966
2022,PPIZ,Point Lay LRRS,AK,K,y,69.73,-163.02,19.685
2023,PTKK,Chuuk Intl Weno Is,FM,G,n,7.47,151.85,4.921
2024,PTKR,Koror,PW,U,n,7.27,134.45,98.425
2025,PTPN,Pohnpei Intl Airport,FM,F,n,6.97,158.22,120.079
2026,PTRO,Babelthuap/Koror,PW,U,n,7.33,134.48,94.16
2027,PTSA,Kosrae Island Airport,FM,F,n,5.333,163.033,13.123
2028,PTTP,Pohnpei,FM,F,n,6.95,158.25,127.953
2029,PTYA,Yap Intl Airport,FM,G,n,9.483,138.083,43.963
2030,PWAK,Wake Island Airfield,HI,R,n,19.283,166.5,13.123
2031,TAPA,Vc Bird Intl Airport Antigua,AG,A,n,17.117,-61.783,32.808
2032,TBPB,Grantley Adams,BB,A,n,13.067,-59.483,183.727
2033,TDCF,Canefield Airport,DM,A,n,15.533,-61.4,16.404
2034,TDPD,Melville Hall Airport,PR,A,n,15.533,-61.3,45.932
2035,TFFF,Le Lamentin,MQ,A,n,14.6,-61.0,22.966
2036,TFFR,La Raizet Guadeloupe,PR,A,n,16.267,-61.6,26.247
2037,TGPY,Point Salines Airport,GD,A,n,12.0,-61.783,22.966
2038,TIST,St Thomas-Charlotte Amalie/CyrilE King Int Airport,VI,A,n,18.33,-64.97,20.013
2039,TISX,"St Croix (Christiansted, Henry E. Rohlsen Airport)",VI,A,n,17.7,-64.8,43.963
2040,TJBQ,Aquadilla (Boriquen),PR,A,n,18.5,-67.13,236.22
2041,TJMZ,Mayaguez,PR,A,n,18.27,-67.15,29.528
2042,TJNR,Roosevelt Roads Naval Station,PR,A,n,18.25,-65.633,38.058
2043,TJPS,Ponce,PR,A,n,18.02,-66.57,26.247
2044,TJSJ,Luis MuÃ±oz MarÃ­n International Airport,PR,A,n,18.43,-66.0,8.858
2045,TKPK,Golden Rock-Saint Kitts-Nexus,VI,A,n,17.3,-62.683,157.48
2046,TKPN,Charlestown/Newcast,AG,A,n,17.2,-62.583,55.774
2047,TLPC,Vigie,LC,A,n,14.017,-61.0,6.562
2048,TLPL,Hewanorra Intl Airport,LC,A,n,13.75,-60.95,32.808
2049,TNCA,Queen Beatrix Airport,AW,A,n,12.5,-70.017,16.404
2050,TNCB,Bonaire/Flamingo,PR,A,n,12.15,-68.283,22.966
2051,TNCC,Curacao/Aeropuerto Hato,PR,A,n,12.2,-68.967,29.528
2052,TNCE,St. Eustatius/F.D.Roosevelt,PR,A,n,17.483,-62.983,131.234
2053,TNCM,St. Maarten/Princess Juliana,PR,A,n,18.033,-63.117,13.123
2054,TQPF,Wallblake,VI,A,n,18.2,-63.05,104.987
2055,TRPM,Blackburne/Plymouth,AG,A,n,16.75,-62.167,39.37
2056,TTCP,Crown Pt./Scarborou,TT,A,n,11.15,-60.833,36.089
2057,TTPP,Piarco Intl Airport/Trinidad,TT,A,n,10.617,-61.35,49.213
2058,TUPJ,Beef Island-Tortola,VG,A,n,18.45,-64.533,13.123
2059,TVSV,Arnos Vale,VC,A,n,13.133,-61.2,42.651
2060,TXKF,Burmuda,PR,A,n,32.367,-64.683,20.013
